age;job;marital;education;housing;loan;duration
46;services;divorced;basic,9y;yes;no;403
39;blue-collar;divorced;basic,9y;yes;no;304
34;admin,;single;university,degree;yes;no;36
39;blue-collar;married;basic,6y;yes;no;34
42;blue-collar;single;basic,9y;yes;yes;200
39;blue-collar;married;professional,course;yes;no;145
39;blue-collar;married;professional,course;yes;no;72
39;blue-collar;married;professional,course;yes;no;177
31;blue-collar;single;high,school;yes;no;125
36;admin,;single;university,degree;yes;no;530
31;blue-collar;single;high,school;yes;no;291
35;technician;married;professional,course;yes;no;54
36;management;married;basic,9y;yes;no;503
44;blue-collar;married;basic,6y;yes;no;168
35;services;married;high,school;yes;no;404
43;blue-collar;married;basic,4y;yes;no;147
44;blue-collar;married;basic,6y;yes;no;278
51;blue-collar;married;basic,9y;yes;no;55
49;admin,;married;high,school;yes;no;115
41;blue-collar;single;basic,9y;yes;yes;366
28;technician;single;high,school;yes;no;576
25;admin,;single;university,degree;yes;no;209
41;blue-collar;single;basic,9y;yes;no;597
45;unemployed;divorced;high,school;yes;yes;274
35;technician;married;professional,course;yes;yes;137
39;services;single;high,school;yes;no;305
26;blue-collar;married;basic,9y;yes;no;209
47;blue-collar;married;basic,4y;yes;no;569
39;technician;divorced;professional,course;yes;no;597
48;technician;married;professional,course;yes;no;274
31;services;single;high,school;yes;no;234
35;technician;married;professional,course;yes;no;156
43;management;married;university,degree;yes;no;124
42;blue-collar;married;high,school;yes;no;597
35;blue-collar;single;basic,9y;yes;no;143
35;blue-collar;single;basic,9y;yes;no;181
48;blue-collar;married;basic,6y;yes;no;164
48;blue-collar;married;basic,4y;yes;no;238
57;entrepreneur;divorced;basic,9y;yes;no;236
33;admin,;married;basic,9y;yes;yes;26
20;blue-collar;single;high,school;yes;no;159
34;blue-collar;married;basic,4y;yes;yes;338
36;entrepreneur;married;university,degree;yes;no;187
32;blue-collar;married;basic,9y;yes;yes;159
28;technician;single;professional,course;yes;yes;196
33;admin,;married;high,school;yes;no;49
20;blue-collar;single;high,school;yes;no;410
28;technician;single;professional,course;yes;no;244
34;blue-collar;married;unknown;yes;no;123
33;blue-collar;married;high,school;yes;no;186
53;admin,;married;university,degree;yes;no;59
38;admin,;married;basic,9y;yes;no;472
30;admin,;single;university,degree;yes;no;60
39;blue-collar;single;basic,6y;yes;no;686
38;blue-collar;married;high,school;yes;no;198
50;blue-collar;married;basic,4y;yes;no;146
31;admin,;married;unknown;yes;no;208
31;technician;single;unknown;yes;no;84
54;management;divorced;university,degree;yes;yes;39
34;admin,;single;high,school;yes;no;78
31;services;married;high,school;yes;no;611
46;services;single;high,school;yes;no;193
38;self-employed;married;basic,9y;yes;no;155
29;blue-collar;married;basic,9y;yes;no;318
27;admin,;married;high,school;yes;no;175
53;technician;divorced;university,degree;yes;no;167
46;services;married;high,school;yes;yes;270
32;blue-collar;married;basic,9y;yes;no;211
32;blue-collar;married;basic,4y;yes;yes;107
48;blue-collar;married;basic,4y;yes;no;477
34;admin,;single;university,degree;yes;no;265
33;technician;married;professional,course;yes;no;221
33;technician;married;professional,course;yes;no;318
37;services;married;high,school;yes;no;285
33;entrepreneur;married;university,degree;yes;no;585
36;blue-collar;married;basic,9y;yes;no;184
32;admin,;married;high,school;yes;no;128
48;blue-collar;married;basic,6y;yes;no;282
28;self-employed;single;university,degree;yes;no;57
38;blue-collar;married;high,school;yes;no;839
42;technician;married;university,degree;yes;no;301
28;admin,;married;high,school;yes;no;72
38;blue-collar;single;basic,4y;yes;no;203
51;blue-collar;married;basic,9y;yes;no;254
51;blue-collar;married;basic,9y;yes;no;451
36;technician;single;university,degree;yes;no;317
31;blue-collar;married;basic,6y;yes;no;153
37;services;single;high,school;yes;no;445
30;blue-collar;married;basic,9y;yes;no;176
30;blue-collar;married;basic,9y;yes;no;297
34;technician;single;university,degree;yes;no;92
41;blue-collar;married;basic,6y;yes;no;189
44;admin,;single;high,school;yes;no;728
36;admin,;married;university,degree;yes;no;127
28;blue-collar;married;basic,4y;yes;no;98
30;blue-collar;married;basic,9y;yes;no;1131
31;blue-collar;married;basic,6y;yes;no;148
33;technician;single;professional,course;yes;no;519
27;services;married;high,school;yes;no;903
58;retired;married;professional,course;yes;no;47
37;blue-collar;single;professional,course;yes;yes;161
31;services;married;high,school;yes;no;322
36;blue-collar;divorced;basic,6y;yes;no;197
32;admin,;married;high,school;yes;yes;231
32;blue-collar;married;basic,9y;yes;yes;230
41;blue-collar;married;basic,4y;yes;yes;389
40;admin,;married;basic,9y;yes;yes;323
34;admin,;single;high,school;yes;yes;125
49;technician;married;university,degree;yes;no;89
58;blue-collar;married;basic,4y;yes;yes;74
54;management;divorced;university,degree;yes;no;127
37;blue-collar;married;basic,9y;yes;no;204
33;admin,;married;high,school;yes;no;137
35;admin,;married;professional,course;yes;no;827
31;blue-collar;married;basic,4y;yes;no;150
36;admin,;single;basic,6y;yes;no;402
27;admin,;married;high,school;yes;no;319
35;blue-collar;divorced;basic,9y;yes;no;203
42;blue-collar;divorced;high,school;yes;no;175
33;entrepreneur;married;university,degree;yes;no;92
52;admin,;single;unknown;yes;no;147
33;admin,;married;high,school;yes;no;48
37;blue-collar;married;basic,4y;yes;no;164
37;services;married;high,school;yes;no;130
33;admin,;single;university,degree;yes;no;194
36;admin,;single;basic,6y;yes;no;125
53;admin,;married;university,degree;yes;no;124
54;blue-collar;married;high,school;yes;yes;184
27;services;single;high,school;yes;no;124
40;blue-collar;married;basic,6y;yes;no;182
38;blue-collar;married;high,school;yes;no;118
33;blue-collar;single;basic,9y;yes;no;116
35;blue-collar;married;basic,9y;yes;yes;500
48;blue-collar;married;basic,9y;yes;no;68
44;admin,;married;high,school;yes;no;346
40;blue-collar;married;basic,9y;yes;yes;131
51;blue-collar;married;basic,9y;yes;yes;220
36;blue-collar;married;basic,9y;yes;no;181
37;housemaid;married;basic,6y;yes;yes;756
33;services;married;high,school;yes;yes;323
51;admin,;divorced;high,school;yes;yes;316
51;admin,;single;university,degree;yes;yes;120
48;blue-collar;married;basic,9y;yes;yes;189
58;blue-collar;single;basic,9y;yes;no;127
53;blue-collar;married;professional,course;yes;no;251
27;technician;single;university,degree;yes;yes;754
39;unemployed;married;basic,9y;yes;no;222
51;entrepreneur;single;basic,9y;yes;no;396
40;housemaid;divorced;high,school;yes;no;136
32;technician;single;professional,course;yes;no;97
34;housemaid;married;high,school;yes;yes;17
30;admin,;divorced;high,school;yes;no;62
28;admin,;single;high,school;yes;yes;253
33;admin,;single;university,degree;yes;no;96
34;blue-collar;married;basic,9y;yes;no;311
51;blue-collar;married;basic,9y;yes;no;90
33;services;married;high,school;yes;no;89
36;technician;single;professional,course;yes;no;228
34;technician;divorced;professional,course;yes;no;175
32;technician;married;professional,course;yes;yes;160
43;management;married;university,degree;yes;no;192
32;technician;divorced;basic,9y;yes;yes;103
40;blue-collar;married;unknown;yes;no;88
30;admin,;divorced;high,school;yes;no;422
47;blue-collar;married;basic,9y;yes;yes;74
30;services;single;high,school;yes;no;70
29;blue-collar;single;professional,course;yes;no;87
41;blue-collar;married;basic,9y;yes;no;233
43;blue-collar;married;basic,4y;yes;no;28
46;management;married;university,degree;yes;yes;172
35;services;married;basic,9y;yes;no;523
36;management;single;university,degree;yes;yes;147
54;management;divorced;university,degree;yes;yes;265
54;technician;divorced;university,degree;yes;no;57
39;blue-collar;single;basic,9y;yes;no;82
33;entrepreneur;single;high,school;yes;yes;328
33;management;married;university,degree;yes;no;85
36;entrepreneur;married;university,degree;yes;no;239
52;services;married;basic,6y;yes;no;169
58;retired;married;basic,4y;yes;no;358
31;blue-collar;single;high,school;yes;no;116
35;blue-collar;married;basic,9y;yes;no;222
28;admin,;single;university,degree;yes;no;69
31;blue-collar;married;basic,6y;yes;no;290
44;unemployed;married;basic,9y;yes;no;206
35;technician;married;professional,course;yes;no;456
28;admin,;married;high,school;yes;no;293
48;entrepreneur;single;professional,course;yes;no;606
32;services;married;high,school;yes;no;309
50;admin,;divorced;university,degree;yes;no;335
29;blue-collar;married;basic,4y;yes;no;140
42;blue-collar;married;basic,6y;yes;no;458
34;technician;married;professional,course;yes;no;91
36;blue-collar;married;basic,9y;yes;no;284
41;blue-collar;married;basic,4y;yes;no;187
45;entrepreneur;married;university,degree;yes;no;1074
33;admin,;single;high,school;yes;no;281
33;blue-collar;married;basic,6y;yes;yes;686
34;blue-collar;married;basic,9y;yes;no;157
34;services;married;high,school;yes;no;276
42;services;married;high,school;yes;no;337
31;blue-collar;married;basic,4y;yes;no;796
38;technician;single;university,degree;yes;yes;606
57;admin,;married;high,school;yes;no;55
42;blue-collar;single;basic,9y;yes;no;16
28;services;married;basic,9y;yes;no;343
34;technician;married;university,degree;yes;no;83
34;management;married;basic,4y;yes;no;124
27;admin,;single;high,school;yes;no;240
32;blue-collar;married;basic,9y;yes;no;413
33;technician;married;university,degree;yes;no;755
35;admin,;single;high,school;yes;yes;106
35;admin,;single;high,school;yes;no;187
31;housemaid;single;high,school;yes;no;633
50;blue-collar;married;professional,course;yes;no;247
50;blue-collar;married;professional,course;yes;no;51
32;admin,;single;university,degree;yes;yes;195
50;blue-collar;married;professional,course;yes;no;157
26;blue-collar;married;basic,9y;yes;yes;531
30;technician;single;professional,course;yes;no;512
45;admin,;married;high,school;yes;no;155
33;blue-collar;married;basic,9y;yes;no;263
37;blue-collar;married;basic,4y;yes;no;204
36;blue-collar;married;basic,9y;yes;no;98
36;blue-collar;married;basic,9y;yes;no;82
36;blue-collar;married;basic,9y;yes;no;31
36;blue-collar;married;basic,4y;yes;no;47
32;admin,;married;university,degree;yes;no;62
24;services;single;high,school;yes;no;689
36;technician;married;professional,course;yes;no;191
36;admin,;single;high,school;yes;no;27
28;admin,;single;high,school;yes;no;203
36;admin,;single;high,school;yes;yes;277
30;technician;single;university,degree;yes;no;722
36;technician;married;professional,course;yes;no;449
38;management;married;high,school;yes;no;224
30;services;single;high,school;yes;no;189
39;services;married;high,school;yes;no;45
36;blue-collar;married;basic,4y;yes;no;248
36;admin,;single;high,school;yes;yes;127
40;blue-collar;married;basic,9y;yes;yes;549
30;admin,;single;professional,course;yes;yes;104
39;entrepreneur;married;unknown;yes;yes;85
54;technician;single;university,degree;yes;yes;121
43;services;married;high,school;yes;no;197
30;blue-collar;single;basic,9y;yes;no;348
57;retired;divorced;high,school;yes;yes;265
54;technician;single;university,degree;yes;no;333
36;blue-collar;married;unknown;yes;no;25
30;blue-collar;single;basic,9y;yes;no;623
36;blue-collar;married;unknown;yes;no;131
32;admin,;married;high,school;yes;no;132
45;admin,;single;high,school;yes;no;19
38;blue-collar;married;basic,9y;yes;no;201
33;admin,;married;university,degree;yes;no;171
29;services;married;high,school;yes;no;63
36;blue-collar;married;basic,9y;yes;no;317
43;blue-collar;married;basic,6y;yes;yes;95
33;services;married;basic,9y;yes;no;144
31;blue-collar;married;basic,9y;yes;no;1957
29;admin,;married;high,school;yes;no;556
26;blue-collar;married;basic,9y;yes;no;49
43;blue-collar;married;basic,6y;yes;no;393
34;management;married;university,degree;yes;no;383
39;admin,;married;high,school;yes;no;141
43;blue-collar;single;basic,9y;yes;no;327
33;blue-collar;married;basic,6y;yes;no;375
47;technician;divorced;university,degree;yes;no;101
41;self-employed;married;professional,course;yes;no;46
26;technician;single;professional,course;yes;no;176
31;admin,;married;university,degree;yes;yes;148
50;services;divorced;basic,9y;yes;no;429
28;technician;married;university,degree;yes;no;402
33;self-employed;divorced;university,degree;yes;no;130
33;self-employed;divorced;university,degree;yes;no;155
60;admin,;single;university,degree;yes;yes;107
38;technician;single;high,school;yes;yes;754
29;services;married;professional,course;yes;yes;29
29;services;married;professional,course;yes;no;92
29;blue-collar;married;basic,9y;yes;no;193
52;entrepreneur;married;high,school;yes;no;69
52;entrepreneur;married;high,school;yes;no;198
34;admin,;single;unknown;yes;no;172
43;blue-collar;married;basic,9y;yes;no;83
42;blue-collar;married;university,degree;yes;no;462
33;services;married;high,school;yes;no;397
32;admin,;single;professional,course;yes;yes;1046
28;admin,;divorced;university,degree;yes;no;1148
40;unemployed;married;professional,course;yes;no;609
25;blue-collar;single;basic,9y;yes;no;133
25;blue-collar;single;basic,9y;yes;no;162
38;technician;single;professional,course;yes;no;855
30;blue-collar;single;basic,6y;yes;no;542
34;unemployed;single;university,degree;yes;no;245
40;blue-collar;married;basic,6y;yes;no;123
39;blue-collar;divorced;unknown;yes;no;40
28;technician;single;high,school;yes;yes;609
45;blue-collar;divorced;basic,6y;yes;no;219
57;retired;married;basic,6y;yes;no;128
57;retired;married;basic,6y;yes;no;189
37;blue-collar;divorced;high,school;yes;no;217
29;services;married;basic,9y;yes;no;302
26;services;single;university,degree;yes;no;223
44;blue-collar;married;basic,6y;yes;no;102
55;self-employed;married;basic,9y;yes;no;1191
35;blue-collar;married;basic,6y;yes;no;406
42;blue-collar;married;basic,4y;yes;yes;36
26;services;single;university,degree;yes;no;551
38;blue-collar;divorced;high,school;yes;no;158
35;blue-collar;married;basic,6y;yes;no;143
38;blue-collar;divorced;high,school;yes;no;272
34;management;married;basic,4y;yes;no;60
45;management;married;university,degree;yes;no;239
37;blue-collar;married;basic,9y;yes;yes;356
36;technician;single;high,school;yes;no;229
36;technician;single;high,school;yes;no;208
31;services;divorced;high,school;yes;no;236
36;technician;single;high,school;yes;no;426
43;blue-collar;married;basic,4y;yes;no;625
38;blue-collar;married;basic,9y;yes;no;259
38;admin,;married;high,school;yes;yes;574
31;technician;married;professional,course;yes;no;46
41;management;married;university,degree;yes;no;93
29;admin,;single;basic,9y;yes;no;983
35;technician;single;professional,course;yes;no;49
49;admin,;divorced;high,school;yes;no;168
35;technician;single;professional,course;yes;no;141
47;management;married;university,degree;yes;no;72
31;technician;married;professional,course;yes;no;232
39;services;single;professional,course;yes;no;199
39;admin,;married;basic,9y;yes;no;279
36;blue-collar;married;basic,9y;yes;yes;314
35;blue-collar;married;basic,9y;yes;no;282
35;blue-collar;married;basic,9y;yes;no;282
37;technician;married;professional,course;yes;no;63
35;blue-collar;married;basic,4y;yes;no;275
33;admin,;single;university,degree;yes;no;143
24;student;single;university,degree;yes;no;362
35;admin,;married;university,degree;yes;yes;165
41;blue-collar;married;basic,6y;yes;yes;65
33;admin,;single;university,degree;yes;no;320
37;services;married;basic,9y;yes;no;166
40;technician;married;university,degree;yes;no;248
41;blue-collar;married;basic,6y;yes;no;220
33;admin,;married;high,school;yes;no;59
36;blue-collar;married;basic,9y;yes;no;158
35;blue-collar;married;basic,4y;yes;yes;195
43;admin,;single;high,school;yes;no;304
32;services;married;high,school;yes;no;1129
34;blue-collar;married;basic,9y;yes;no;41
32;admin,;married;university,degree;yes;no;242
39;technician;married;professional,course;yes;yes;113
37;blue-collar;married;basic,9y;yes;no;199
49;blue-collar;married;basic,9y;yes;no;105
33;admin,;single;university,degree;yes;no;332
37;blue-collar;married;basic,9y;yes;no;271
32;technician;single;high,school;yes;no;491
34;admin,;married;university,degree;yes;no;141
32;blue-collar;married;professional,course;yes;no;196
37;admin,;married;high,school;yes;no;290
34;technician;married;university,degree;yes;no;309
34;technician;married;university,degree;yes;no;69
28;admin,;single;high,school;yes;yes;275
45;admin,;divorced;basic,9y;yes;no;355
34;services;single;high,school;yes;no;230
34;services;single;high,school;yes;no;207
35;admin,;single;high,school;yes;yes;326
33;blue-collar;single;basic,9y;yes;yes;468
37;blue-collar;married;basic,4y;yes;no;125
31;blue-collar;married;basic,9y;yes;no;172
23;student;single;basic,9y;yes;yes;6
40;management;married;university,degree;yes;no;188
31;blue-collar;single;high,school;yes;no;361
40;blue-collar;married;basic,6y;yes;no;160
26;admin,;single;basic,9y;yes;no;661
27;blue-collar;single;basic,9y;yes;no;99
27;blue-collar;single;basic,9y;yes;no;110
27;blue-collar;single;basic,9y;yes;yes;101
45;technician;divorced;high,school;yes;no;174
35;services;single;high,school;yes;no;66
35;services;single;high,school;yes;yes;332
39;management;married;university,degree;yes;no;162
39;management;married;university,degree;yes;no;55
42;admin,;divorced;high,school;yes;no;304
39;management;married;university,degree;yes;no;141
38;unemployed;divorced;high,school;yes;no;43
27;blue-collar;single;basic,9y;yes;yes;623
42;blue-collar;married;basic,6y;yes;no;56
42;blue-collar;married;basic,6y;yes;no;219
28;technician;single;basic,9y;yes;no;263
27;blue-collar;married;basic,9y;yes;no;135
39;blue-collar;married;basic,6y;yes;no;476
41;blue-collar;married;basic,9y;yes;no;118
42;services;married;professional,course;yes;no;103
45;technician;divorced;high,school;yes;no;121
45;admin,;married;high,school;yes;no;182
27;student;single;high,school;yes;no;101
39;management;married;professional,course;yes;no;156
44;self-employed;divorced;professional,course;yes;no;652
36;technician;married;professional,course;yes;no;258
36;blue-collar;married;unknown;yes;no;349
34;management;married;university,degree;yes;no;281
43;self-employed;married;professional,course;yes;no;104
51;management;divorced;university,degree;yes;no;154
27;services;single;high,school;yes;no;193
27;services;single;high,school;yes;yes;356
43;management;single;university,degree;yes;no;140
36;technician;divorced;professional,course;yes;no;135
48;admin,;divorced;university,degree;yes;no;590
37;services;married;high,school;yes;no;87
32;admin,;divorced;high,school;yes;no;633
34;admin,;single;university,degree;yes;no;92
42;blue-collar;single;basic,4y;yes;no;560
34;admin,;single;unknown;yes;no;473
51;services;divorced;high,school;yes;no;295
41;admin,;single;high,school;yes;no;360
39;blue-collar;married;basic,6y;yes;yes;195
37;blue-collar;single;university,degree;yes;no;166
33;admin,;single;university,degree;yes;yes;589
41;blue-collar;divorced;basic,9y;yes;no;102
32;admin,;married;university,degree;yes;yes;178
34;services;married;professional,course;yes;yes;18
32;admin,;married;university,degree;yes;no;100
46;blue-collar;married;basic,4y;yes;no;127
39;technician;married;professional,course;yes;no;1254
55;technician;married;university,degree;yes;yes;895
28;services;married;basic,9y;yes;yes;65
29;entrepreneur;married;high,school;yes;no;539
29;admin,;married;high,school;yes;no;798
37;unemployed;married;basic,6y;yes;no;425
43;blue-collar;married;basic,6y;yes;no;57
26;admin,;single;basic,9y;yes;no;33
35;blue-collar;married;basic,4y;yes;no;330
54;admin,;married;high,school;yes;no;594
41;blue-collar;married;basic,4y;yes;no;87
46;management;married;university,degree;yes;no;247
46;management;married;university,degree;yes;no;458
34;blue-collar;married;basic,9y;yes;yes;96
31;management;single;university,degree;yes;no;924
35;services;married;professional,course;yes;no;188
33;blue-collar;married;basic,9y;yes;no;580
33;blue-collar;married;basic,9y;yes;no;580
40;admin,;married;basic,9y;yes;yes;639
40;blue-collar;married;basic,9y;yes;yes;227
37;services;married;basic,9y;yes;no;158
26;unemployed;married;basic,9y;yes;yes;217
45;technician;divorced;university,degree;yes;yes;252
42;admin,;divorced;high,school;yes;no;350
43;blue-collar;married;basic,9y;yes;no;93
44;services;married;professional,course;yes;no;428
36;student;single;basic,9y;yes;no;246
36;blue-collar;married;basic,9y;yes;no;140
32;admin,;single;professional,course;yes;no;603
28;student;single;university,degree;yes;no;191
44;technician;divorced;professional,course;yes;no;245
39;services;married;high,school;yes;no;739
35;blue-collar;married;basic,6y;yes;no;429
46;management;married;university,degree;yes;no;293
41;blue-collar;married;basic,9y;yes;no;434
31;services;married;high,school;yes;no;128
34;services;single;high,school;yes;yes;269
33;services;married;high,school;yes;yes;273
46;blue-collar;single;basic,9y;yes;no;364
29;services;married;professional,course;yes;no;109
30;blue-collar;married;basic,4y;yes;no;219
35;blue-collar;married;basic,9y;yes;yes;235
31;unemployed;married;professional,course;yes;no;700
26;admin,;single;basic,9y;yes;yes;161
36;student;single;basic,9y;yes;yes;432
31;technician;married;professional,course;yes;no;476
24;services;single;high,school;yes;no;263
46;management;married;university,degree;yes;yes;84
38;technician;married;university,degree;yes;no;174
47;management;married;university,degree;yes;no;127
45;management;married;university,degree;yes;yes;265
37;admin,;married;high,school;yes;no;113
41;self-employed;married;basic,9y;yes;no;1135
31;management;single;university,degree;yes;no;239
37;admin,;single;university,degree;yes;no;255
34;services;single;high,school;yes;no;541
43;admin,;divorced;high,school;yes;yes;892
39;admin,;married;basic,6y;yes;no;123
30;technician;single;university,degree;yes;no;63
46;blue-collar;married;basic,4y;yes;no;882
46;admin,;married;high,school;yes;no;146
30;blue-collar;married;basic,4y;yes;yes;463
51;self-employed;married;high,school;yes;no;43
36;blue-collar;married;basic,4y;yes;yes;350
43;blue-collar;married;basic,6y;yes;no;172
46;blue-collar;single;basic,6y;yes;no;304
49;blue-collar;married;basic,9y;yes;no;411
26;services;single;high,school;yes;no;177
25;services;single;high,school;yes;no;239
35;technician;single;professional,course;yes;no;100
41;services;single;unknown;yes;no;206
35;blue-collar;married;unknown;yes;no;1262
50;admin,;married;basic,9y;yes;no;138
41;technician;single;university,degree;yes;no;59
36;blue-collar;married;basic,4y;yes;yes;490
45;technician;married;professional,course;yes;yes;702
28;technician;married;university,degree;yes;no;201
30;blue-collar;single;high,school;yes;no;340
44;blue-collar;married;basic,4y;yes;yes;148
41;services;married;basic,6y;yes;no;378
41;technician;married;university,degree;yes;yes;170
35;admin,;married;high,school;yes;no;141
31;management;divorced;university,degree;yes;no;156
32;admin,;married;high,school;yes;no;17
39;technician;married;professional,course;yes;no;608
39;admin,;single;university,degree;yes;no;150
35;management;single;high,school;yes;yes;130
38;admin,;single;unknown;yes;no;191
38;services;married;high,school;yes;yes;302
31;admin,;single;university,degree;yes;yes;440
49;admin,;divorced;university,degree;yes;no;164
32;blue-collar;married;basic,4y;yes;no;906
33;admin,;married;university,degree;yes;no;317
44;admin,;married;high,school;yes;no;263
35;admin,;married;high,school;yes;yes;165
25;admin,;single;high,school;yes;yes;795
33;services;married;high,school;yes;no;729
36;admin,;married;basic,9y;yes;yes;85
39;blue-collar;married;basic,6y;yes;yes;298
41;admin,;single;high,school;yes;no;57
32;services;married;high,school;yes;no;76
38;blue-collar;single;basic,9y;yes;no;56
30;technician;single;professional,course;yes;no;68
33;services;married;high,school;yes;no;88
28;student;single;university,degree;yes;no;126
41;services;divorced;high,school;yes;no;380
37;blue-collar;married;high,school;yes;no;181
32;blue-collar;married;basic,9y;yes;yes;157
36;services;single;basic,9y;yes;no;293
38;blue-collar;single;basic,6y;yes;no;1022
42;admin,;married;high,school;yes;no;106
39;technician;single;professional,course;yes;no;264
45;technician;divorced;university,degree;yes;no;84
37;blue-collar;single;basic,9y;yes;no;72
31;admin,;married;high,school;yes;no;364
42;technician;married;professional,course;yes;no;108
43;unemployed;married;basic,9y;yes;no;105
33;blue-collar;married;high,school;yes;no;26
31;admin,;single;university,degree;yes;no;266
34;blue-collar;married;basic,9y;yes;yes;197
33;blue-collar;married;high,school;yes;no;103
34;blue-collar;married;basic,9y;yes;yes;328
36;technician;married;university,degree;yes;no;285
35;blue-collar;married;basic,9y;yes;no;63
37;technician;married;professional,course;yes;yes;132
39;management;married;university,degree;yes;no;53
35;services;single;high,school;yes;yes;94
38;admin,;married;high,school;yes;no;213
37;blue-collar;married;high,school;yes;no;475
32;housemaid;married;basic,4y;yes;no;240
32;housemaid;married;basic,4y;yes;yes;340
39;blue-collar;divorced;basic,9y;yes;no;247
39;blue-collar;divorced;basic,9y;yes;no;191
36;blue-collar;married;high,school;yes;no;154
31;blue-collar;married;basic,9y;yes;no;122
36;blue-collar;married;high,school;yes;no;232
37;self-employed;married;university,degree;yes;no;279
35;blue-collar;married;high,school;yes;no;130
33;services;single;high,school;yes;no;557
37;entrepreneur;married;basic,9y;yes;no;63
46;admin,;divorced;basic,9y;yes;no;275
37;admin,;single;university,degree;yes;yes;171
42;management;divorced;high,school;yes;no;163
49;blue-collar;single;unknown;yes;no;49
33;technician;single;professional,course;yes;no;70
38;blue-collar;married;basic,9y;yes;no;75
41;services;married;high,school;yes;no;97
29;technician;divorced;professional,course;yes;no;14
25;admin,;single;high,school;yes;yes;137
39;services;married;high,school;yes;yes;19
31;management;married;university,degree;yes;no;144
42;entrepreneur;married;basic,6y;yes;yes;158
38;admin,;married;high,school;yes;no;1281
24;blue-collar;single;basic,4y;yes;no;389
32;technician;married;professional,course;yes;yes;134
35;blue-collar;married;basic,9y;yes;yes;153
36;entrepreneur;married;university,degree;yes;no;139
33;technician;married;professional,course;yes;yes;500
38;admin,;married;high,school;yes;no;6
34;admin,;married;university,degree;yes;no;159
53;admin,;married;high,school;yes;no;291
49;blue-collar;married;basic,4y;yes;no;86
34;admin,;single;high,school;yes;no;80
39;technician;married;professional,course;yes;no;346
32;blue-collar;married;basic,9y;yes;no;144
36;blue-collar;married;basic,9y;yes;no;232
31;management;single;university,degree;yes;no;268
37;blue-collar;married;basic,9y;yes;no;210
42;services;married;high,school;yes;no;120
42;services;married;high,school;yes;no;128
31;blue-collar;married;basic,6y;yes;no;191
41;admin,;married;university,degree;yes;no;114
42;admin,;single;high,school;yes;no;92
41;blue-collar;divorced;basic,9y;yes;no;88
47;blue-collar;single;basic,4y;yes;no;87
28;student;single;university,degree;yes;yes;108
38;blue-collar;married;basic,9y;yes;no;98
49;blue-collar;married;basic,9y;yes;no;86
33;blue-collar;single;basic,4y;yes;no;39
25;admin,;single;university,degree;yes;no;80
34;admin,;married;high,school;yes;no;310
45;services;single;high,school;yes;no;127
51;blue-collar;married;university,degree;yes;no;99
36;services;single;basic,9y;yes;no;501
37;admin,;single;university,degree;yes;no;105
32;admin,;married;university,degree;yes;no;374
47;blue-collar;married;high,school;yes;no;191
38;management;married;university,degree;yes;no;1276
40;services;married;basic,4y;yes;no;237
40;management;single;university,degree;yes;no;52
31;blue-collar;single;high,school;yes;no;197
35;services;married;high,school;yes;no;478
36;admin,;married;university,degree;yes;no;70
30;services;married;high,school;yes;no;424
28;blue-collar;married;basic,9y;yes;no;326
40;blue-collar;married;basic,6y;yes;no;1080
31;blue-collar;married;basic,6y;yes;no;164
34;blue-collar;single;high,school;yes;no;56
38;admin,;married;high,school;yes;yes;159
27;admin,;single;high,school;yes;no;340
35;admin,;married;university,degree;yes;no;763
41;blue-collar;single;basic,6y;yes;no;140
38;admin,;single;university,degree;yes;no;132
41;blue-collar;single;basic,6y;yes;no;261
43;blue-collar;married;basic,9y;yes;no;66
28;technician;married;high,school;yes;no;197
29;management;single;university,degree;yes;no;468
26;blue-collar;single;basic,6y;yes;yes;191
49;blue-collar;married;basic,4y;yes;no;87
35;admin,;single;university,degree;yes;no;662
39;blue-collar;married;high,school;yes;no;101
39;blue-collar;married;high,school;yes;yes;273
56;blue-collar;married;basic,9y;yes;no;705
37;self-employed;single;basic,9y;yes;no;82
52;services;married;high,school;yes;no;207
24;services;single;high,school;yes;no;53
37;admin,;married;university,degree;yes;yes;364
41;blue-collar;married;basic,9y;yes;yes;198
57;management;married;high,school;yes;no;129
44;services;single;high,school;yes;no;161
28;admin,;married;high,school;yes;no;579
33;admin,;married;high,school;yes;no;176
27;admin,;single;high,school;yes;no;1448
33;blue-collar;married;basic,9y;yes;yes;99
44;management;married;university,degree;yes;no;69
33;blue-collar;single;basic,9y;yes;no;392
37;blue-collar;married;high,school;yes;no;142
33;blue-collar;married;basic,9y;yes;no;656
38;blue-collar;single;high,school;yes;no;81
33;blue-collar;married;basic,9y;yes;no;720
34;admin,;single;high,school;yes;no;291
33;blue-collar;single;high,school;yes;no;435
52;services;married;high,school;yes;no;121
42;admin,;divorced;university,degree;yes;no;243
29;blue-collar;married;basic,9y;yes;no;164
40;services;married;high,school;yes;no;151
58;admin,;married;high,school;yes;no;67
34;blue-collar;married;university,degree;yes;yes;183
29;blue-collar;single;basic,4y;yes;no;206
40;services;married;basic,4y;yes;no;85
29;blue-collar;single;basic,4y;yes;no;325
34;self-employed;single;professional,course;yes;no;76
37;services;single;professional,course;yes;no;279
26;student;single;basic,9y;yes;no;682
25;admin,;single;high,school;yes;no;238
34;technician;married;professional,course;yes;no;81
40;blue-collar;married;basic,6y;yes;no;356
47;blue-collar;married;basic,9y;yes;no;146
33;blue-collar;married;basic,9y;yes;no;264
