Year,WHO region,Country,Display Value
1985,Americas,Cuba,1.67
1989,Eastern Mediterranean,Lebanon,2.63
1987,Africa,Zimbabwe,0.18
1987,Europe,Turkey,0.09
1986,Africa,Chad,0.02
1986,Africa,Senegal,0
1989,Africa,Nigeria,1.09
1987,Europe,Kyrgyzstan,1.59
1986,Europe,Luxembourg,2.71
1989,Americas,Cuba,0.05
1984,Americas,Cuba,1.63
1986,Africa,South Africa,1.74
1984,Africa,Mozambique,0.13
1984,Europe,Greece,6.16
1989,Africa,Nigeria,5.65
1987,Americas,Antigua and Barbuda,0
1989,Americas,Honduras,0.96
1989,Africa,Mauritania,0
1987,Africa,Madagascar,0.18
1987,Western Pacific,Philippines,1.58
1986,Africa,Zambia,2.07
1989,Europe,Kyrgyzstan,2.94
1989,South-East Asia,India,0.02
1985,Western Pacific,Fiji,
1984,Americas,Chile,0
1989,Africa,Togo,0.19
1986,Americas,El Salvador,0.9
1984,Eastern Mediterranean,Kuwait,0
1984,Africa,Sierra Leone,0.1
1986,Europe,Switzerland,4.19
1984,Africa,Central African Republic,0.02
1989,Africa,Guinea-Bissau,0.42
1984,Africa,Ghana,0.03
1985,Europe,Russian Federation,1.55
1985,Eastern Mediterranean,United Arab Emirates,7.73
1985,Africa,Burundi,5.39
1987,Africa,Uganda,0.12
1989,Europe,Ireland,0.68
1985,Americas,Mexico,0.05
1985,Africa,Togo,0.56
1987,Africa,Uganda,0.2
1984,Africa,Ethiopia,0
1989,Eastern Mediterranean,Kuwait,
1989,Europe,Romania,2.63
1984,Africa,Malawi,0.1
1984,Americas,Guatemala,0
1989,Africa,Madagascar,0.16
1984,Americas,Panama,0
1986,Western Pacific,Kiribati,0.1
1989,Americas,Dominican Republic,2.95
1986,Western Pacific,Samoa,0.03
1986,Western Pacific,Brunei Darussalam,0.01
1986,Western Pacific,Lao People's Democratic Republic,4.93
1985,Europe,Denmark,
1984,Western Pacific,Samoa,0
1986,Americas,Haiti,0
1985,South-East Asia,Indonesia,0
1985,Africa,Nigeria,6.04
1987,Africa,Congo,2.21
1985,Eastern Mediterranean,Pakistan,0
1987,Europe,Croatia,0
1986,Europe,Portugal,0.66
1985,Western Pacific,Japan,1.62
1987,Europe,Greece,0.06
1989,Western Pacific,Papua New Guinea,0
1987,South-East Asia,Democratic People's Republic of Korea,3.22
1989,Americas,Paraguay,4.13
1986,Europe,Romania,
1984,Americas,Saint Lucia,1.75
1987,Africa,Burundi,0.01
1989,Eastern Mediterranean,Lebanon,0.89
1989,Eastern Mediterranean,Tunisia,0.1
1986,Americas,Guatemala,0.02
1984,Eastern Mediterranean,Somalia,0
1987,Eastern Mediterranean,Syrian Arab Republic,0.6
1987,South-East Asia,Bangladesh,0
1985,Africa,Botswana,2.29
1989,Europe,Italy,1.31
1985,Africa,Angola,0
1987,Africa,Guinea-Bissau,0.4
1985,Americas,Saint Lucia,6.22
1986,Eastern Mediterranean,Somalia,0
1989,Western Pacific,Micronesia (Federated States of),0
1986,South-East Asia,Sri Lanka,0
1984,Americas,Costa Rica,4.22
1989,Europe,Finland,4.55
1984,Americas,Venezuela (Bolivarian Republic of),
1985,Americas,Saint Kitts and Nevis,0.19
1987,Eastern Mediterranean,Tunisia,0.12
1989,Western Pacific,China,2.95
1984,Western Pacific,Singapore,0.13
1984,Americas,Antigua and Barbuda,1.71
1986,Europe,Portugal,9.84
1984,Europe,Switzerland,7.29
1989,Western Pacific,Republic of Korea,0.01
1989,Europe,Malta,0
1985,Africa,Ethiopia,0
1986,Europe,France,10.62
1985,Eastern Mediterranean,Tunisia,0.58
1989,Africa,Eritrea,0
1986,Africa,Algeria,0
1989,Western Pacific,Philippines,0.02
1986,Africa,Ghana,1.13
1985,Africa,Botswana,0.15
1989,Africa,Niger,0.02
1989,South-East Asia,Sri Lanka,0.1
1989,Europe,France,2.98
1984,Africa,Ethiopia,0.1
1989,Eastern Mediterranean,Oman,0.76
1987,Americas,Ecuador,1.02
1985,Western Pacific,Singapore,0.07
1987,Western Pacific,Micronesia (Federated States of),0
1985,Africa,Swaziland,1.74
1984,Africa,Benin,0
1989,Africa,Niger,0
1986,Africa,Ghana,0.3
1986,Americas,Guyana,1.33
1987,Eastern Mediterranean,Tunisia,0.57
1985,Africa,Nigeria,1.23
1989,Western Pacific,New Zealand,1.78
1985,Americas,Suriname,0
1984,Western Pacific,Fiji,
1989,Europe,Italy,
1987,Europe,Ukraine,1.66
1989,Africa,Swaziland,5.03
1984,Eastern Mediterranean,Egypt,
1984,Africa,Gambia,0.04
1989,Africa,Liberia,
1987,Europe,Norway,0.93
1984,Europe,Germany,
1989,Africa,Cte d'Ivoire,0.08
1989,Western Pacific,Australia,7.49
1985,Americas,Venezuela (Bolivarian Republic of),
1987,Eastern Mediterranean,Egypt,0.31
1986,Africa,Botswana,2.25
1987,Africa,Comoros,0.02
1985,Europe,France,2.54
1989,Europe,Belgium,0
1984,Eastern Mediterranean,Jordan,0.02
1984,Eastern Mediterranean,Pakistan,0.01
1989,Western Pacific,Papua New Guinea,0.99
1987,Africa,United Republic of Tanzania,6.54
1986,South-East Asia,India,0.02
1987,Eastern Mediterranean,Egypt,0.01
1986,Americas,Jamaica,1.67
1984,Americas,Dominican Republic,0.02
1987,Europe,Switzerland,0.28
1989,Africa,Algeria,0
1989,South-East Asia,Sri Lanka,0.04
1985,Eastern Mediterranean,Kuwait,0
1985,Americas,Costa Rica,4.42
1986,Americas,Brazil,1.74
1987,Eastern Mediterranean,Djibouti,0.38
1987,Africa,Algeria,0
1984,Americas,Argentina,11.53
1984,Africa,Cte d'Ivoire,0.11
1985,Europe,Spain,3.64
1984,Europe,Poland,1.21
1984,Eastern Mediterranean,Oman,0
1986,Europe,United Kingdom of Great Britain and Northern Ireland,2.12
1987,Americas,Argentina,1.21
1989,Europe,Luxembourg,
1989,Africa,Uganda,0
1986,Americas,Antigua and Barbuda,0
1985,Americas,Argentina,0.85
1987,Western Pacific,Lao People's Democratic Republic,0
1986,Western Pacific,China,0
1987,Eastern Mediterranean,Sudan,0
1987,Africa,Rwanda,5.6
1987,Eastern Mediterranean,Tunisia,0.29
1986,Eastern Mediterranean,Yemen,
1984,Eastern Mediterranean,Somalia,0.01
1984,Europe,Switzerland,2.56
1987,Americas,Haiti,0
1984,Africa,Angola,1.02
1985,South-East Asia,India,0.02
1987,Europe,Croatia,3.27
1987,Eastern Mediterranean,Sudan,0
1987,Africa,Gabon,3.59
1984,Africa,Cabo Verde,0.34
1984,Europe,Germany,8.67
1984,Americas,Bahamas,0.02
1987,Americas,Bahamas,0.01
1985,Africa,Benin,0.34
1987,Western Pacific,Japan,2.64
1986,Americas,Saint Kitts and Nevis,0
1989,Africa,Gambia,1.51
1984,Americas,Jamaica,1.52
1989,Eastern Mediterranean,Tunisia,0.44
1984,Americas,Paraguay,0.36
1986,Eastern Mediterranean,Morocco,0
1989,Americas,Mexico,0.04
1985,Africa,Cte d'Ivoire,0.1
1985,Africa,Senegal,0
1985,Americas,Trinidad and Tobago,1.94
1989,Africa,Kenya,1.4
1987,South-East Asia,Democratic People's Republic of Korea,
1987,Americas,Saint Lucia,0.12
1985,Eastern Mediterranean,Yemen,0.06
1984,Western Pacific,Brunei Darussalam,2.45
1987,Europe,Norway,1.63
1986,South-East Asia,Indonesia,
1989,Europe,Russian Federation,1.3
1989,Africa,Ghana,0
1986,Africa,Democratic Republic of the Congo,1.79
1985,Africa,Namibia,0
1984,Americas,Panama,2.52
1984,Africa,Kenya,0.01
1985,South-East Asia,Sri Lanka,0.04
1984,Americas,Uruguay,1.92
1987,Africa,Nigeria,0.01
1989,South-East Asia,Nepal,0.03
1985,South-East Asia,India,0
1989,Europe,Norway,2.78
1987,Eastern Mediterranean,Bahrain,0.46
1986,Africa,Mauritania,0.02
1989,Western Pacific,Kiribati,0.41
1984,Africa,Niger,0.07
1985,Europe,Austria,6.7
1985,Eastern Mediterranean,Morocco,0
1989,Americas,Saint Kitts and Nevis,0
1984,Europe,Israel,0.6
1985,Western Pacific,China,0
1989,Americas,Canada,2.91
1986,Europe,Ireland,0.69
1985,Africa,Madagascar,0.19
1985,Eastern Mediterranean,Saudi Arabia,0
1985,Africa,Botswana,1.72
1989,Europe,Belarus,0
1987,Africa,Senegal,0.04
1989,Europe,Italy,8.27
1984,Americas,Antigua and Barbuda,0.65
1986,Europe,Latvia,0.09
1985,Europe,Italy,1.62
1985,Eastern Mediterranean,Saudi Arabia,0.02
1986,Africa,Rwanda,0.01
1987,Europe,Romania,4.06
1986,Africa,Cte d'Ivoire,0.18
1984,Eastern Mediterranean,Kuwait,0
1987,Africa,Central African Republic,1.37
1984,Western Pacific,Philippines,0.15
1985,South-East Asia,Bangladesh,0
1984,Eastern Mediterranean,Kuwait,
1984,Africa,Cabo Verde,
1985,Western Pacific,Brunei Darussalam,2.32
1989,Eastern Mediterranean,Sudan,0.15
1989,Eastern Mediterranean,Qatar,0
1989,Africa,Gambia,0.03
1989,Europe,Iceland,1.83
1987,Africa,Benin,0.54
1986,Americas,Chile,1.2
1989,Africa,Kenya,0.82
1986,Europe,Slovenia,3.64
1986,Europe,Slovenia,0
1984,Europe,Malta,2.03
1984,Western Pacific,Malaysia,0
1986,Western Pacific,Papua New Guinea,0
1985,Eastern Mediterranean,Egypt,0.01
1989,South-East Asia,India,0
1984,Africa,Uganda,0
1987,Americas,Saint Lucia,7.4
1984,Eastern Mediterranean,Iraq,0.29
1985,Europe,Belarus,
1989,Americas,Chile,4.43
1989,Africa,Liberia,0.03
1984,Europe,Bulgaria,0
1984,Africa,Gabon,6.14
1984,Europe,Hungary,4.72
1986,Western Pacific,Papua New Guinea,0.04
1984,Africa,Congo,3.65
1987,Americas,Peru,0
1986,Americas,Belize,0.01
1987,Americas,Chile,2.59
1987,Eastern Mediterranean,Libya,0
1987,Africa,Mauritius,0
1986,Americas,Bolivia (Plurinational State of),0
1987,Western Pacific,Samoa,0.02
1989,Americas,United States of America,4.96
1984,Europe,Luxembourg,7.57
1989,Americas,Guatemala,0.02
1989,Europe,United Kingdom of Great Britain and Northern Ireland,5.68
1986,Americas,Cuba,2.25
1984,Europe,Slovenia,3.69
1985,South-East Asia,Indonesia,
1986,Americas,Saint Lucia,0.15
1989,Europe,Slovakia,6.32
1989,Europe,Netherlands,5.23
1987,South-East Asia,Myanmar,0.27
1984,South-East Asia,Indonesia,0.04
1989,Africa,Senegal,0
1985,Americas,Uruguay,3.65
1984,Americas,Bolivia (Plurinational State of),1.96
1985,Africa,Mozambique,0.1
1984,Americas,Honduras,
1984,Western Pacific,Samoa,0.13
1989,Western Pacific,Fiji,0.05
1987,Eastern Mediterranean,Kuwait,
1987,Americas,Guyana,0
1989,Africa,Mali,0.07
1987,Western Pacific,Australia,7.5
1989,South-East Asia,Sri Lanka,0
1985,Africa,Botswana,0.19
1985,Europe,Iceland,0.02
1984,Americas,Argentina,1.45
1985,Europe,Ireland,2.56
1985,Africa,Mali,0.01
1989,Europe,Slovenia,7.56
1989,Western Pacific,Cambodia,0.33
1984,Europe,Albania,0.25
1986,Americas,Brazil,0
1985,Eastern Mediterranean,Lebanon,0.63
1989,Africa,Guinea,0.04
1984,Americas,Haiti,0.02
1986,Africa,Niger,0.02
1986,Africa,Burundi,5.38
1985,Africa,Mozambique,0.13
1989,Eastern Mediterranean,Jordan,0.13
1986,Americas,Mexico,1.36
1984,Europe,Israel,0.9
1986,Eastern Mediterranean,Yemen,0.16
1986,Europe,Norway,2.83
1985,Europe,Slovenia,8.63
1985,Americas,Nicaragua,0
1987,Africa,Mali,0.01
1984,Africa,Benin,0.85
1987,Africa,Congo,0.2
1987,Americas,Honduras,0.02
1989,South-East Asia,Indonesia,0.04
1986,Europe,Albania,0.24
1989,Eastern Mediterranean,Libya,0
1985,Americas,Antigua and Barbuda,1.63
1985,Europe,Hungary,5.92
1987,Europe,Turkey,0
1989,Europe,Czech Republic,6.75
1984,Americas,Haiti,0
1985,South-East Asia,Democratic People's Republic of Korea,3.1
1984,Western Pacific,Vanuatu,0.39
1987,Europe,Slovakia,2.42
1987,South-East Asia,Myanmar,0
1985,Europe,Switzerland,2.67
1984,Americas,Belize,4.38
1987,Europe,Belgium,2.64
1985,Africa,Guinea-Bissau,1.4
1987,Europe,Cyprus,2.12
1989,Eastern Mediterranean,Morocco,0.3
1987,Americas,Paraguay,0.01
1987,Europe,Ukraine,0.9
1985,Europe,Netherlands,0
1984,Americas,Nicaragua,0.77
1984,Western Pacific,Brunei Darussalam,0.66
1984,South-East Asia,Bangladesh,0
1989,Americas,Brazil,0
1985,Americas,Jamaica,0.02
1985,Europe,Albania,0.23
1985,Africa,Burkina Faso,2.81
1986,Africa,Guinea,0.07
1989,South-East Asia,India,1.64
1986,Eastern Mediterranean,Kuwait,0
1986,Eastern Mediterranean,Kuwait,0
1989,Western Pacific,Philippines,2.78
1986,Europe,Turkey,0.07
1987,Europe,Cyprus,3.62
1987,Europe,France,10.42
1986,Africa,Kenya,0.57
1984,Africa,Swaziland,1.34
1986,Americas,Suriname,3.03
1986,Europe,Belgium,2.93
1989,Europe,Ukraine,
1984,Americas,Guatemala,0.75
1987,Western Pacific,China,0.31
1985,Africa,Cte d'Ivoire,1.03
1986,Africa,Liberia,0.59
1985,South-East Asia,Bhutan,0
1987,Africa,Gambia,0.04
1984,South-East Asia,Nepal,0
1985,Americas,El Salvador,0.77
1985,Americas,Cuba,0.07
1987,Americas,Panama,0.11
1985,Europe,Ukraine,1.81
1985,Europe,Italy,
1989,Eastern Mediterranean,Oman,0.02
1986,Africa,Mauritius,1.19
1987,Africa,Kenya,0.82
1984,Africa,Zimbabwe,1.28
1984,Europe,Cyprus,3.07
1986,South-East Asia,Bangladesh,0
1987,Africa,Mali,0.6
1984,Americas,El Salvador,0.71
1985,Africa,Zimbabwe,1.37
1987,Africa,Ghana,0
1985,Africa,Democratic Republic of the Congo,1.82
1989,Africa,Nigeria,0
1984,Western Pacific,Viet Nam,
1985,Eastern Mediterranean,Djibouti,1.93
1985,Europe,Russian Federation,0.4
1986,Americas,Trinidad and Tobago,2
1986,Western Pacific,New Zealand,0.02
1989,Europe,Turkey,0.31
1984,Americas,Antigua and Barbuda,3.05
1984,Africa,Equatorial Guinea,0
1986,Americas,Cuba,
1989,Americas,Dominican Republic,0
1989,Europe,Hungary,6.3
1985,Americas,Jamaica,1.66
1989,Africa,Malawi,0.11
1987,Africa,Ethiopia,0
1984,Americas,Argentina,0.86
1984,Europe,Slovakia,0
1984,Europe,Iceland,3.01
1984,Americas,Chile,2.59
1987,Americas,Cuba,
1989,Eastern Mediterranean,United Arab Emirates,0
1987,Africa,Sierra Leone,0.01
1985,Americas,Suriname,0.04
1987,Western Pacific,Cambodia,
1984,South-East Asia,India,0
1987,Europe,Norway,2.82
1986,Americas,Cuba,1.75
1984,Americas,Saint Kitts and Nevis,0.96
1986,Americas,Bahamas,4.16
1986,Americas,Peru,3.04
1985,Europe,Czech Republic,2.3
1985,Africa,Zimbabwe,4.94
1987,Eastern Mediterranean,Pakistan,0.01
1985,Europe,Spain,0
1985,Africa,Uganda,0.2
1987,Western Pacific,Singapore,0.07
1984,Africa,United Republic of Tanzania,0.28
1984,Western Pacific,New Zealand,2.04
1986,Africa,Benin,0
1989,Europe,Switzerland,2.28
1985,South-East Asia,Bhutan,0.5
1984,Eastern Mediterranean,Morocco,0
1986,Africa,Malawi,0.16
1984,South-East Asia,Myanmar,0
1985,Europe,Belarus,
1989,Americas,Belize,
1985,Africa,Sierra Leone,4.6
1989,Africa,Burundi,0.01
1987,Eastern Mediterranean,Bahrain,3.08
1989,Europe,Israel,0.47
1987,Eastern Mediterranean,Pakistan,0
1986,Europe,Austria,
1987,Western Pacific,Japan,0.11
1985,Eastern Mediterranean,Sudan,0
1984,South-East Asia,Indonesia,0.02
1984,Europe,Hungary,6.51
1984,Americas,Dominican Republic,1.08
1984,Africa,Cameroon,2.33
1989,Africa,Namibia,0
1985,Africa,Benin,0.83
1984,Eastern Mediterranean,Syrian Arab Republic,0
1984,Western Pacific,Philippines,0
1984,Europe,Poland,5.32
1986,Africa,Democratic Republic of the Congo,0.54
1985,Eastern Mediterranean,Jordan,0.15
1989,Africa,Uganda,0.18
1986,Africa,Botswana,0.31
1987,Americas,Jamaica,1.17
1989,Americas,Cuba,
1986,Africa,Togo,0
1984,Americas,Mexico,1.56
1987,Africa,Ghana,0.02
1985,Western Pacific,Cambodia,0.25
1986,Africa,Chad,0
1987,Europe,Malta,0.04
1989,Europe,Hungary,6.55
1986,Africa,United Republic of Tanzania,0.13
1989,Americas,Ecuador,0
1984,Americas,Ecuador,1.3
1986,Western Pacific,Brunei Darussalam,0.24
1984,Europe,Malta,1.73
1987,Europe,Poland,1.94
1987,Western Pacific,Viet Nam,0.05
1987,Europe,Sweden,1.57
1984,Africa,Congo,0.27
1984,Africa,Algeria,0.2
1987,Western Pacific,New Zealand,2.07
1984,Europe,Lithuania,
1989,Europe,Romania,
1987,Africa,Zimbabwe,1.38
1986,Europe,Bulgaria,0
1986,Europe,Denmark,7.67
1985,Africa,Democratic Republic of the Congo,0.85
1984,Africa,Mauritius,1.02
1984,South-East Asia,Bhutan,
1985,Americas,Dominican Republic,0.04
1987,South-East Asia,Sri Lanka,0.14
1984,Africa,Malawi,0.28
1989,Western Pacific,Micronesia (Federated States of),0
1985,Africa,Algeria,0.01
1987,Africa,Swaziland,0
1989,Africa,Zimbabwe,3.19
1989,Eastern Mediterranean,Jordan,
1985,Europe,Czech Republic,7.33
1986,Americas,Colombia,0
1986,Eastern Mediterranean,Afghanistan,0
1989,Africa,Benin,0
1987,Western Pacific,Brunei Darussalam,0.23
1986,Africa,Burundi,0.01
1987,Eastern Mediterranean,Iraq,0.31
1985,Eastern Mediterranean,United Arab Emirates,0.4
1987,Europe,Belgium,3.1
1985,Eastern Mediterranean,Lebanon,0.43
1986,Europe,Belarus,
1987,Europe,Luxembourg,
1984,Western Pacific,Brunei Darussalam,0.01
1987,Africa,Equatorial Guinea,0
1986,Africa,Senegal,0.2
1985,Europe,Austria,
1989,Americas,Belize,
1984,Africa,Burkina Faso,0.32
1984,Eastern Mediterranean,Qatar,0.19
1984,Americas,Suriname,3.77
1987,Americas,Haiti,0.02
1989,Africa,Chad,0.01
1987,Western Pacific,Kiribati,0.03
1989,Eastern Mediterranean,Tunisia,0
1987,Africa,Ethiopia,0
1987,Africa,Chad,0.27
1984,Eastern Mediterranean,Saudi Arabia,0.39
1984,Eastern Mediterranean,Lebanon,0
1984,Europe,Finland,3.35
1985,Americas,Costa Rica,0.05
1985,Europe,Sweden,1.55
1985,Eastern Mediterranean,Jordan,
1989,Africa,Gambia,0.03
1984,Europe,Norway,0
1985,Eastern Mediterranean,Iran (Islamic Republic of),0
1986,Eastern Mediterranean,Bahrain,0
1987,Americas,Honduras,0.97
1984,Africa,Senegal,0.33
1987,Eastern Mediterranean,Pakistan,0.01
1985,Africa,Equatorial Guinea,
1985,Eastern Mediterranean,Oman,0.12
1984,Africa,Guinea,0
1986,Europe,Italy,9.39
1989,Europe,Luxembourg,2.71
1986,Eastern Mediterranean,Morocco,0.3
1985,Africa,Kenya,0.57
1985,Eastern Mediterranean,Egypt,
1986,Africa,Central African Republic,0.03
1989,Europe,Switzerland,0.26
1985,Western Pacific,Vanuatu,
1984,Europe,Lithuania,
1984,Europe,France,11.45
1984,Africa,Liberia,0.02
1989,Europe,Malta,1.89
1984,Africa,Mauritania,0.01
1986,Americas,Argentina,1.14
1989,Americas,Antigua and Barbuda,0
1985,Europe,Turkey,0.32
1984,Americas,Bahamas,8.55
1985,Western Pacific,Australia,3.47
1984,Americas,Belize,0.02
1989,Europe,Spain,4.45
1984,Americas,Peru,3.48
1989,Western Pacific,China,0
1985,Europe,Luxembourg,
1985,Western Pacific,Micronesia (Federated States of),0
1989,Western Pacific,Solomon Islands,0.06
1984,Europe,Sweden,2.72
1986,Africa,Cabo Verde,0.74
1985,Europe,United Kingdom of Great Britain and Northern Ireland,2.13
1987,Europe,Croatia,6.58
1985,Americas,Bolivia (Plurinational State of),1
1985,Europe,Sweden,2.5
1985,Eastern Mediterranean,Djibouti,0
1984,Africa,Niger,0.03
1989,South-East Asia,Indonesia,
1987,South-East Asia,India,0
1987,Africa,Algeria,0.1
1989,Europe,Ireland,0.68
1984,Americas,Paraguay,1.74
1986,Africa,Sierra Leone,0.03
1989,Eastern Mediterranean,Yemen,
1989,Europe,Iceland,0.01
1985,Europe,Italy,10.29
1989,Europe,Albania,0.46
1989,Africa,Central African Republic,0.17
1989,Eastern Mediterranean,Qatar,1.36
1984,Europe,Luxembourg,5.64
1986,Western Pacific,Micronesia (Federated States of),0
1989,Americas,Colombia,0.12
1985,Americas,Peru,2.78
1986,Eastern Mediterranean,Iraq,0.29
1985,Africa,Lesotho,1.31
1989,Africa,Chad,0.01
1989,Europe,Netherlands,0
1987,Africa,Congo,2.34
1985,Americas,Colombia,4.12
1987,Americas,Mexico,0.06
1985,Western Pacific,Malaysia,0.51
1984,Europe,Russian Federation,0.6
1986,Western Pacific,Kiribati,0
1987,Americas,Panama,1.75
1986,Americas,Bahamas,8.1
1984,Eastern Mediterranean,Yemen,0
1987,Eastern Mediterranean,Libya,0
1989,Western Pacific,New Zealand,2.06
1984,Europe,Malta,0.03
1989,Eastern Mediterranean,Iraq,0.32
1984,Eastern Mediterranean,Djibouti,1.51
1984,Americas,Argentina,0
1987,Eastern Mediterranean,Qatar,0
1985,Africa,Kenya,0.87
1985,Eastern Mediterranean,Egypt,0.06
1987,Europe,Bulgaria,0
1987,Europe,Sweden,2.37
1984,Africa,Nigeria,0
1985,Africa,Nigeria,0
1987,Africa,United Republic of Tanzania,0.13
1989,Eastern Mediterranean,Jordan,0.06
1986,Africa,Uganda,0.13
1986,Europe,Kyrgyzstan,0
1987,Europe,Luxembourg,2.71
1986,Eastern Mediterranean,Qatar,0
1984,Europe,Switzerland,4.17
1986,South-East Asia,Nepal,0
1989,Eastern Mediterranean,Djibouti,0.35
1986,Americas,Argentina,0
1987,Americas,Dominican Republic,3.02
1986,Europe,Netherlands,5.31
1985,Americas,Ecuador,0.01
1986,Western Pacific,China,2.12
1986,South-East Asia,Indonesia,0
1987,Americas,Antigua and Barbuda,1.79
1985,Europe,Netherlands,5.24
1986,Western Pacific,Solomon Islands,0.05
1989,Europe,Ireland,2.36
1989,Europe,Norway,0
1986,Western Pacific,Japan,1.71
1985,Europe,United Kingdom of Great Britain and Northern Ireland,0
1985,Africa,Seychelles,0.35
1985,Eastern Mediterranean,Iraq,0.28
1985,Americas,Costa Rica,0.01
1987,Western Pacific,China,0.03
1987,Europe,Portugal,3.36
1987,Americas,Chile,0
1986,Africa,Mozambique,0.16
1985,Africa,Rwanda,0.93
1987,Europe,France,0.26
1984,Africa,Cabo Verde,1.61
1984,Africa,Comoros,0.11
1986,Africa,Guinea-Bissau,0.39
1985,Americas,Panama,0
1987,Africa,Democratic Republic of the Congo,0.01
1985,Western Pacific,Republic of Korea,1.94
1985,Africa,Namibia,0
1989,Americas,Haiti,5.77
1984,Americas,Mexico,0.1
1986,Europe,Slovakia,2.13
1984,Africa,Cte d'Ivoire,0.33
1984,Africa,Uganda,0.21
1989,Africa,Seychelles,0.47
1986,Americas,Paraguay,1.94
1989,South-East Asia,Bangladesh,0
1989,Western Pacific,China,0.35
1984,Western Pacific,Micronesia (Federated States of),0
1987,Africa,Comoros,0.05
1986,Europe,Austria,7.2
1989,Europe,Austria,1.9
1989,Europe,Latvia,4.16
1986,Americas,Haiti,5.72
1985,Western Pacific,Papua New Guinea,0.04
1989,Eastern Mediterranean,Somalia,0
1985,Europe,Germany,
1987,Western Pacific,Lao People's Democratic Republic,
1984,Western Pacific,Australia,1.61
1987,Americas,Nicaragua,0
1989,South-East Asia,Bangladesh,0
1985,Eastern Mediterranean,Iraq,0.36
1987,Americas,El Salvador,0.03
1986,Europe,Kyrgyzstan,0.76
1986,Americas,Ecuador,0
1984,Europe,Hungary,
1986,Western Pacific,Papua New Guinea,0.04
1987,Africa,Niger,0.02
1985,Americas,Ecuador,1.26
1984,Eastern Mediterranean,Lebanon,2.47
1985,Africa,Mauritania,0.03
1985,Eastern Mediterranean,Oman,0
1984,Europe,Lithuania,
1985,Europe,Ireland,0.75
1984,Africa,Swaziland,1.03
1989,Americas,Argentina,9.32
1987,Americas,Uruguay,0.34
1986,Americas,Guatemala,0
1986,Africa,Malawi,0.88
1986,Africa,Ethiopia,0
1986,Western Pacific,Republic of Korea,1.23
1986,Africa,Gabon,7.87
1985,Europe,Austria,1.8
1987,Americas,Trinidad and Tobago,0.06
1989,Europe,United Kingdom of Great Britain and Northern Ireland,0.35
1984,Americas,Venezuela (Bolivarian Republic of),3.63
1987,Europe,Finland,2.13
1985,Americas,Antigua and Barbuda,0.26
1989,Western Pacific,Lao People's Democratic Republic,3.49
1986,Europe,Romania,3.19
1987,South-East Asia,Bhutan,
1984,Africa,Madagascar,0.19
1986,Africa,Lesotho,0.86
1985,Eastern Mediterranean,Qatar,0
1987,Europe,Greece,3.09
1986,Africa,Swaziland,0
1987,Western Pacific,Vanuatu,0.58
1989,Americas,Argentina,1.21
1984,Western Pacific,Papua New Guinea,0
1985,Western Pacific,Fiji,0.15
1986,Western Pacific,Malaysia,0.47
1989,Africa,Mozambique,0
1986,Americas,Belize,0.21
1985,Western Pacific,Republic of Korea,1.24
1984,Eastern Mediterranean,Lebanon,0.55
1987,Eastern Mediterranean,Qatar,0.12
1984,Americas,Saint Lucia,6.75
1987,Africa,Comoros,
1986,Europe,Hungary,6.73
1987,Western Pacific,Republic of Korea,0
1989,Africa,Sao Tome and Principe,0.16
1987,Eastern Mediterranean,Djibouti,0
1984,Americas,Guyana,3.08
1985,Western Pacific,Solomon Islands,0.07
1984,South-East Asia,Thailand,0
1987,South-East Asia,Indonesia,0
1985,Americas,United States of America,5.03
1985,Americas,Uruguay,2.05
1984,Eastern Mediterranean,Jordan,0.18
1984,Americas,Guyana,0.98
1986,South-East Asia,Thailand,0.12
1989,Africa,United Republic of Tanzania,0
1987,Americas,Panama,0
1987,Africa,Gambia,1.76
1984,Africa,Seychelles,2.2
1987,Africa,Nigeria,1.49
1989,Europe,Czech Republic,4.31
1989,Africa,Angola,0.87
1985,South-East Asia,Bangladesh,0
1984,Americas,Saint Kitts and Nevis,2.78
1987,Africa,Sao Tome and Principe,0.01
1989,Eastern Mediterranean,Saudi Arabia,0
1986,Europe,Lithuania,
1984,South-East Asia,Myanmar,0
1986,Western Pacific,Cambodia,
1985,Eastern Mediterranean,Iraq,0.01
1985,Eastern Mediterranean,Syrian Arab Republic,0.78
1985,Europe,Slovenia,3.15
1987,Africa,Gabon,0.65
1987,Eastern Mediterranean,Oman,0.83
1985,Eastern Mediterranean,Afghanistan,0
1984,Americas,Canada,
1985,Americas,Canada,1.29
1985,Europe,Slovenia,3.3
1984,Eastern Mediterranean,Egypt,0.31
1985,Africa,Mauritius,0
1987,Africa,Senegal,0.16
1986,Africa,Angola,0.32
1989,Eastern Mediterranean,Egypt,0.07
1984,Africa,Central African Republic,1.15
1989,Eastern Mediterranean,Syrian Arab Republic,0.36
1986,Americas,Saint Lucia,2.32
1984,Europe,Denmark,
1987,Africa,Niger,0.12
1989,Americas,Colombia,4.4
1985,Africa,Benin,0.07
1984,Western Pacific,Vanuatu,0.88
1984,Americas,Saint Kitts and Nevis,0
1986,Africa,Mauritania,0.01
1989,Western Pacific,New Zealand,7.65
1985,Europe,Kyrgyzstan,0.87
1987,Europe,Albania,
1987,Americas,Canada,2.99
1984,Americas,Guatemala,2.25
1987,Africa,Angola,0
1985,Americas,Guatemala,0.01
1985,Americas,Trinidad and Tobago,2.84
1985,Europe,Spain,3.97
1984,Africa,Angola,0
